Brand,comments,,,
stormfiber,SHARE ME 15M Pakage email me pcnetwrk@hotmail.com,,,
stormfiber,"Hello
We live near your office , zainab market Karachi
And it's surprising that you people are unable to provide internet connection in that area , as I am asking since last one year , and continuously getting reply that , we are working ... We are working .... And we are working to provide internet in this area ... But you people are still working ....and still unable to provide inter in this area ?????",,,
stormfiber,اسامہ مسعود,,,
stormfiber,Sajjadbutt,,,
stormfiber,Mustafa Qazi,,,
stormfiber,O bhaee shah faisal me b de doStormFiber😐,,,
stormfiber,Muhammad Saleem,,,
stormfiber,Fahad Memon Qazi Adnan Ahmed Memon,,,
stormfiber,Are ur services available for Bahria town Lahore,,,
stormfiber,Hamna Shafiq permission issues,,,
stormfiber,Sohaib Saleh iski bt krrha tha?,,,
stormfiber,Ahraz Muhammad,,,
stormfiber,What are charges per month and mbs,,,
stormfiber,What about Hyderabad banglows?,,,
stormfiber,Sukkur PLEASE,,,
stormfiber,Manzar Bashir,,,
stormfiber,Kindly check your inbox,,,
stormfiber,saadi town karachi ???,,,
stormfiber,"Wo door daraz alaqy mei lga dya hai
Lekin green town mei ni lgana storm fibre hm ne
Bcz hamei khasi taqleef haii... 😒😒",,,
stormfiber,Muhammad AaliShan Ayub pls send us your exact location. Permissions not available in many areas.,,,
stormfiber,Oh yeah baby ❤,,,
stormfiber,"Murtaza Ali Baig😂
What are your reviews now😂🤣",,,
stormfiber,Arey bhai gulshan block 3 mai ly ao yaar kahan guru nanak mai ghusay ho,,,
stormfiber,Tauseef Chaudhary mubarak ho bhai,,,
stormfiber,Mazay ke service. Bus mehangi hay.,,,
stormfiber,Contect me,,,
stormfiber,Bhai Noor Pur A Giya Hai ?,,,
stormfiber,😀😀,,,
stormfiber,Kamran Ali bhai...ye net lagwao...mene yehi lagwaya...best chal raha,,,
stormfiber,new nazimabad,,,
stormfiber,Model town A,,,
stormfiber,Paresh Langhani,,,
stormfiber,Package pricing?,,,
stormfiber,Muhammad Burhan KhAn 👌,,,
stormfiber,Will you add Al-khair Housing it's near Al-rahman Hyderabad bypass .,,,
stormfiber,Ahmer Hussain Shah,,,
stormfiber,What about Al-DHA villas in Phase 8?,,,
stormfiber,Reyhan Ali its hereeeeeeeee,,,
stormfiber,sajjadabad bhy ajao bhai near burhani nagar 8 users apko dnga kb aogy ?,,,
stormfiber,Meed connection in rahim villas,,,
stormfiber,Citizen ?,,,
stormfiber,Sir liquat colony ma b service la Kr aye plz,,,
stormfiber,Excellent service,,,
stormfiber,In Latifabad no. 6,,,
stormfiber,Akhtar Kaim Khani please inbox number,,,
stormfiber,Internet speed is same as PTCL even very slow in peak hours.,,,
stormfiber,Wasay Memon did you register your complaint on our helpline ?,,,
stormfiber,Latifabad no 9?,,,
stormfiber,wonderful service,,,
stormfiber,Meri jan halanaka side bhi nazr e karam karlo is potty CL se jaan choot jayegi hamari,,,
stormfiber,Dear near rani bhag service hei apki,,,
stormfiber,Hirabad me lagwana hai possible hai ?,,,
stormfiber,Pubg ki ping kesi ayegi stormfiber pe?,,,
stormfiber,"Dear Anas Ali,

Yes, so we can align our representative to call and guide you.",,,
stormfiber,Costly packages,,,
stormfiber,When will start in Kotri?,,,
stormfiber,"Dear StormFiber. When will it start at Kohsar, Latifabad?",,,
stormfiber,Muhammad Tufail Arain,,,
stormfiber,Abdul Samad,,,
stormfiber,Kohsar aajau yaar please,,,
stormfiber,Palm residency welcome you street no #65 Peer house,,,
stormfiber,Masood Aalam Pirzado City?,,,
stormfiber,Khair mubarek,,,
stormfiber,Pkgs are costly. But service is Good.,,,
stormfiber,liaquat colony me available hai rply pls?,,,
stormfiber,Usman Qamar,,,
stormfiber,in wapdatown?,,,
stormfiber,Lahore bi ajao,,,
stormfiber,Abdullah Tarar,,,
stormfiber,Are available in Shah Faisal colony StormFiber..??,,,
stormfiber,Hello nazimabad main kb aye ge apki service?,,,
stormfiber,Syed Muhammad Mawan Waxti we are present in a few block sir waiting for you to inbox your details,,,
stormfiber,StormFiber why not in OPF Society Lahore?,,,
stormfiber,Samanabad Lahore me le aao service,,,
stormfiber,#Dera_Ismail_Khan me bhi aa jain...,,,
stormfiber,Thanks for sharing.,,,
stormfiber,Are available in johar colony faisalabad,,,
stormfiber,Please inbox us your conatct details.,,,
stormfiber,Great initiative.,,,
stormfiber,"Ma Sha Allah
👍",,,
stormfiber,Great job 👍,,,
stormfiber,"MashaAllah, Great Initiative",,,
stormfiber,Nawab Town Lahore ma kab aye gayeee ye facility,,,
stormfiber,Naveed Ishaq in Pipeline,,,
stormfiber,When will in saadi town??,,,
stormfiber,"when you are coming Al-Noor Town, Walton Road Lahore...???",,,
stormfiber,storm fiber is available in Peshawar yousaf abad hussain town near abbasyin university,,,
stormfiber,Askari 11 lahore ?,,,
stormfiber,Adil Safdar yeh laga tou life jhinga lalala,,,
stormfiber,When will it come to Nawab Town Raiwind Road bear Qazalbash chowk,,,
stormfiber,Faisal Akber Awan will announce once there sir,,,
stormfiber,"PCSIR Staff, College Road, Lahore. Still waiting",,,
stormfiber,Jaffriya colony bund road lahore any updates?,,,
stormfiber,Shujaa Ali area?,,,
stormfiber,Any chance for Lakecity Lahore?,,,
stormfiber,Muhammad Tauqeer Asghar not yet,,,
stormfiber,Can you write off connection charges of RS 10000?,,,
stormfiber,Syed Javed Jafri please inbox us your number and city sie,,,
stormfiber,Where is your office located in Lahore,,,
stormfiber,Your city is a part of our strategic plans.,,,
stormfiber,اچھرہ سمن آ باد لاہور بھی لگائو کنکشن,,,
stormfiber,Allah ka wasta hai samnabad multan road pe aao joo bas kar so 2 saal se ap ke piche para ho,,,
stormfiber,near coca cola factory?,,,
stormfiber,Any plan of Gulshan e sardar housing society. MA Jinnah road Multan????,,,
stormfiber,Can you please inbox us your contact number,,,
stormfiber,When are you launching your services in Charsadda KPK ?,,,
stormfiber,Yakatoot side pe kab tak a rahy ho..... Khan Mast Colony Road par,,,
stormfiber,Sir Said Abad Peshawar me Launch kary jaldi,,,
stormfiber,Sir Ghareebabad no.2 Mai kab tak ayega,,,
stormfiber,Oman Shafiq jamrud kb aa rahy hu advance MA 10connection book kr ly..,,,
stormfiber,"Dalazak road, corporation colony",,,
stormfiber,Muhammad Hamza Sabir Khalil,,,
stormfiber,Lahore yateem khana ??,,,
stormfiber,Maria Ayub Peshawar tak pohanch gaya hai D block nahi aya? 😂,,,
stormfiber,03214264552 03454604446,,,
stormfiber,hum toh wait kur rahey hain,,,
stormfiber,daazak road near momin town peshawar,,,
stormfiber,Need to instile on arbab road kindly contct,,,
stormfiber,"Hi Tayyab,

Please inbox us your contact number. We will align someone to guide you.",,,
stormfiber,Still waiting in haji khail tehkal bala Peshawar 2 sall day wait kur rahay hay,,,
stormfiber,"Salima garden is next to sara town where ur services are available, why are v deprived?",,,
stormfiber,Please provide your service in north Karachi sector 03,,,
stormfiber,Think before u avail storm fiber service... Poor bandwidth..and service.. Help line never gets connected..,,,
stormfiber,"Can you please inbox us your registered details, we will have your concerns addressed",,,
stormfiber,Gulshan-e-Maymar??,,,
stormfiber,Usman Siddiqui not yet,,,
stormfiber,When your services will be available in Tariq garden LAHORE,,,
stormfiber,Unbeatable Service in Town,,,
stormfiber,"PCSIR society, sec 24-A, Scheme33 is very near to this society and we are still waiting for stormfiber service here.",,,
stormfiber,Junaid Ejaz in pipeline,,,
stormfiber,Chapal Sun City bhi energize kardo,,,
stormfiber,Syed Danyal Ahmed city ?,,,
stormfiber,Please come to khairpur mirs,,,
stormfiber,Saeed Hussain in planning,,,
stormfiber,"sadaf society ?? available ? pls let me know
scheme 33",,,
stormfiber,bhai Pilibhit society bhi qareeb hy iskay.. kya program hy uska?,,,
stormfiber,"Still no service in Gulshan iqbal block 10A, its been a year since i requested",,,
stormfiber,Right now permissions are suspended. Hopefully will resume after Eid.,,,
stormfiber,No words since 2months,,,
stormfiber,#Dera_Ismail_Khan me kb ae gy??,,,
stormfiber,Rewaz garden near chouburgi,,,
stormfiber,Please try to start in isra village hyderabad,,,
stormfiber,Abro Aijaz noted,,,
stormfiber,StormFiber please let me know about your service at china chowk race course road lahore,,,
stormfiber,"Dear Ahsan Taqveem.

Can you please inbox us your registered details, we will have your concerns addressed.",,,
stormfiber,Agrics town is just opposite to eden palace villas. When will you start your operations in Agrics Town?,,,
stormfiber,Is stormfiber available in gulshan e lahore ?,,,
stormfiber,Rashid Alee need complete address please,,,
stormfiber,Thank you for providing amazing internet services in the pandemic....,,,
stormfiber,Ahad Afzal Glad that you are satisfied sir.,,,
stormfiber,When will operational on Hazori Bagh Road near ghanta ghar multan.,,,
stormfiber,Check inbox,,,
stormfiber,samnabad lahore me service hai ap ki,,,
stormfiber,Whn u start your services in Peoples clony Gujranwala,,,
stormfiber,Make an easy way of payment,,,
stormfiber,We have debit card and credit cards of any Visa or Mastercard and now IBFT (from any banks mobile or internet app).,,,
stormfiber,mughalpura lahore,,,
stormfiber,In my opinion and experience storm fiber is the best of all internet service provider and after sale services are top notch no doubt about them they are the best 👍,,,
stormfiber,Please takeover ptcl asap,,,
stormfiber,Mujtaba Ahmad send plz,,,
stormfiber,Mujhe lag wana hai,,,
stormfiber,PIA housing society near johar town?,,,
stormfiber,Please inbox us your contact number. We will align someone to get in touch.,,,
stormfiber,storm fiber available in malir ???,,,
stormfiber,Fayyaz Ahmed Abbasi,,,
stormfiber,Usman Abbasi,,,
stormfiber,when u will be providing services in mosamiyat where demand of internet service is high but u only provide in gulistan-e-johar and gulshan. why not in mosamiyat?,,,
stormfiber,Landhi ma aa ga net,,,
stormfiber,thanks,,,
stormfiber,PECHS restored now thanks for owsaaàmmmmm support.,,,
stormfiber,Yep working perfect thanka,,,
stormfiber,Hamza Kamran,,,
stormfiber,Peshawar gulbahar area speed slow,,,
stormfiber,"StormFiber Please Start It In Our Area Alamdar Road Marriabad Quetta
Please",,,
stormfiber,Pls message us your exact address. We have availability in parts of Mariabad,,,
stormfiber,Eid Mubark,,,
stormfiber,Nadeem Iqbal,,,
stormfiber,Fix it,,,
stormfiber,I hope this will be fixed by today I need the Internet to complete my office work,,,
stormfiber,Yes in the next 2 hours if not sooner.,,,
stormfiber,Yes..experiencing difficulty in browsing. Plz do it asap. Thank u,,,
stormfiber,Mustafa Altaf,,,
stormfiber,Efforts appreciated 👍🏻,,,
stormfiber,Ali Saleem Owais Anis,,,
stormfiber,Thank you for update...,,,
stormfiber,Muhammad Tayyab Qureshi,,,
stormfiber,Emman Jamshed,,,
stormfiber,"KWSB, jab kaam kareingay tou b unscheduled",,,
stormfiber,Shakaib Iftikhar,,,
stormfiber,Muhammad Zouhaib,,,
stormfiber,Dha is down,,,
stormfiber,Yes parts of DHA and PECHS as our ring segments between these locations has been sequestered due to multiple cuts. It should be up within the next 2 hours if not sooner.,,,
stormfiber,how long its gonna take??,,,
stormfiber,Areeb Ahmad note down,,,
stormfiber,Nimra Raja Shamshad,,,
stormfiber,I don't understand why the service goes out so often?,,,
stormfiber,Mohibullah Qureshi,,,
stormfiber,Tipu Sultan Road down,,,
stormfiber,Ahsan Asad Ali Mehkri,,,
stormfiber,"Mafia of ptcl will try their best to somehow fail this technology.
Wish you luck tho.",,,
stormfiber,Danish Vohra,,,
stormfiber,Ameer Shahid,,,
stormfiber,Bach gya yay Rashid Shah Faraz Shahid,,,
stormfiber,Muhammad Amin,,,
stormfiber,Muhammad Osama Rao,,,
stormfiber,Umer Javed,,,
stormfiber,Working now,,,
stormfiber,Which segment is 1 and which ones 2,,,
stormfiber,Thanks for the update guys. Appreciate the work of your frontline staff. Waiting for a steady connection in PECHS.,,,
stormfiber,Faraz Zaidi,,,
stormfiber,Rafia Rasheed,,,
stormfiber,Imad Butt,,,
stormfiber,Up and running. Thankyou for the quick work SF! Appreciate the fast response 🙏😁,,,
stormfiber,Raza,,,
stormfiber,Saad Mansoor,,,
stormfiber,M Zubair Khan,,,
stormfiber,"Well done
A stitch in time saves nine",,,
stormfiber,#Hyderabad_qasimabad not working,,,
stormfiber,Khurram Wahab,,,
stormfiber,good work..restored before given timeframe,,,
stormfiber,Ahsan Umer,,,
stormfiber,Saad MansoorRafay Pervaiz Butt,,,
stormfiber,Sab ka khrab hai?,,,
stormfiber,Bakhtiyar Ali fori update 👆🏼,,,
stormfiber,Not working in peshawar,,,
stormfiber,Bilal Shahid,,,
stormfiber,Peshawar kpk ma be kharab hai,,,
stormfiber,How do you repair the cuts? Simply by joining the wires that r cut or replacing whole wire?,,,
stormfiber,We resplice the fiber and in some cases replace entire patches.,,,
stormfiber,Abdur Rafay ye scheme thi,,,
stormfiber,Dania Kashif,,,
stormfiber,"Please please please Establish your connection in BufferZone , North Karachi ,Sector 15-B... 👏🏼",,,
stormfiber,Applied for permission.,,,
stormfiber,"Lovely sentiments, Ramzan mubarak everybody!",,,
stormfiber,Thank you so much. Ramadan Mubarak to you too!,,,
stormfiber,May the light which we observe at Ramadan show us how & guide us together about the Route of peace & social stability Wish you happy Ramadan Mubarak,,,
stormfiber,Lovely msg storm fiber,,,
stormfiber,Ramadan mubarak,,,
stormfiber,Beautifully put together! Ramadan Kareem🙏🏽,,,
stormfiber,Ramazan Mubarak to Muslims all over the world,,,
stormfiber,Khr mubarak,,,
stormfiber,What about paragon city in lahore,,,
stormfiber,A.o.a Guys me ne Stormfiber pr complete review diya ha so jo jo log lagwana chahty ha pehly wo ye video dhaik le... or jo log janna chahte ha k storm fiber in actually net kesa to ye video ap sb logo k liye ha zaruru dhaiky or complete dhaikiye ta k pata chal sakky k storm fiber lagwana chahiye ya nae.. https://youtu.be/tloXEzCAXQw,,,
stormfiber,"Cable down in N1, Phase 4, Hayatabad, Peshawar..",,,
stormfiber,Internet not working and helpline network is busy. Same as k electric. Shame on you guys.,,,
stormfiber,My internet is not working and I’ve trying to call stormfiber helpline but not able to reach. How do I contact StormFiber now?,,,
stormfiber,I think storm fiber services are down and they have shut off their call center to avoid dealing with customers,,,
stormfiber,My internet isn't working in DHA phase 5 and all your lines aren't available. How to contact you guys?,,,
stormfiber,"No internet connectivity, and no one responding on 111178676.. please look into it asap. Already registered complaint on messenger.",,,
stormfiber,"No internet connectivity, and no one responding on 021111178676.. please look into it ASAP.",,,
stormfiber,A.o.a Guys jo stormfiber lagwana chahty ha lagwany se pehly ye video dhaik le https://youtu.be/tloXEzCAXQw,,,
stormfiber,"When are you coming to Saima Luxury Homes, Gulshan e Millat, Bagh e Korangi (besides Malir Naddi) Karachi as 600-700 TV & internet customers are desperately waiting for a better service",,,
stormfiber,Please message us your number. We will have someone contact,,,
stormfiber,"BufferZone sector 15-B, Karachi",,,
stormfiber,For right of way from the UC.,,,
stormfiber,When area near ghanta ghar (Hazori Bagh Road) Multan will energise.,,,
stormfiber,You have served in shah kamal road ichra,,,
stormfiber,A1,,,
stormfiber,Alamdar road quetta ko bhi energize kr dain kafi tym sa sirf lines dali hwi hain,,,
stormfiber,"Waiting for the connection in Gulberg no 3 Peshawar from so long time!
When it will happen here? :( Can't wait more !",,,
stormfiber,Ali Jan In process. Will take a few months,,,
stormfiber,Please allow public static IP to each individual user. Don't use nated network topology.,,,
stormfiber,The global pool of IPV4 addresses has been exhausted some years ago and the APNIC doesn't have any more to allocate. We will be deploying IPV6.,,,
stormfiber,Very nice pik,,,
stormfiber,"what about Munirabad, Chowk Kumharanwala Multan and charges",,,
stormfiber,Like subscribe,,,
stormfiber,Plz,,,
stormfiber,Best service In Multan❤️❤️❤️❤️❤️,,,
stormfiber,Fawad Naeem,,,
stormfiber,Beautiful,,,
stormfiber,The only and best high speed internet service provider with end to end optical fiber in Pakistan .,,,
stormfiber,Gud,,,
stormfiber,I need a coonection in multan,,,
stormfiber,✌️💖💖,,,
stormfiber,MashaAllah salamt rahen,,,
stormfiber,لکڑ منڈی کب دو گے سروس,,,
stormfiber,Syed Maaz Ali,,,
stormfiber,Jinnah Town. Pls. Its been so long requesting you ....,,,
stormfiber,Multan office address?,,,
stormfiber,"Sir how much it total costs to install the storm fiber internet in faislabad
Plzz reply",,,
stormfiber,Are you in wahcantt??,,,
stormfiber,Jahan Baba Yasi Hasni,,,
stormfiber,Muhammed Usman,,,
stormfiber,😁,,,
stormfiber,"Khadim Hussain Patoli Syed Mehdi Raza Rizvi Farhan Ali Jatoi, must watch",,,
stormfiber,John Ivy rajjo,,,
stormfiber,Faran Siddiqi,,,
stormfiber,"Request to launch your connection in Buffer Zone , Sector 15-B. please",,,
stormfiber,"Please launch your connection in Ali view, lahore!!",,,
stormfiber,GULSHAN E IQBAAL Block 10-A?,,,
stormfiber,My internet is not working and I’ve trying to call stormfiber helpline but not able to reach. How do I contract StormFiber now?,,,
stormfiber,"Storm Fiber... No internet connectivity, and no one responding on 111178676.. please look into it ASAP. I have been trying to contact them through helpline but number not reachable. Is there any other way to contact Stormfiber...",,,
stormfiber,Still waiting in Isb Rwp. Coz neyatel is to expensive,,,
stormfiber,Yes in planning.,,,
stormfiber,I through it out. If not working one more hour,,,
stormfiber,"Storm Fiber... No internet connectivity, and no one responding on 021111178676.. please look into it ASAP. I have been trying to contact them through helpline but number not reachable. Is there any other way to contact Stormfiber...",,,
stormfiber,A.o.a Guys jo stormfiber lagwana chahty ha lagwany se pehly ye video dhaik le ic video me me ne ccomplete review diya ha https://youtu.be/tloXEzCAXQw,,,
stormfiber,What about bankers ?,,,
stormfiber,Salute to all the onfield persons,,,
stormfiber,"Well Done, Great job",,,
stormfiber,Still going & coming.,,,
stormfiber,Are fiber to home is your network,,,
stormfiber,Well done your jobs,,,
stormfiber,Yes now working,,,
stormfiber,"Great effort 👍
That's why I choose Storm fiber",,,
stormfiber,"Yes, it’s restored.
Thanks",,,
stormfiber,"Great Efforts (Y) North Karachi 11 B Up N Running, Internet, TV, Telephone.",,,
stormfiber,Block-N North nazimabad ?,,,
stormfiber,Should be up unless there is an unrelated fiber cut here. Please inbox us your contact number or call our helpline on 111-1-78676,,,
stormfiber,timely responded. Thanks,,,
stormfiber,Its working now!!,,,
stormfiber,WORKING IN JOHAR...THANKS,,,
stormfiber,Haris Aijaz,,,
stormfiber,It’s not working here,,,
stormfiber,Thanks 😊,,,
stormfiber,All services are now working fine 👍,,,
stormfiber,"Its sorted out, thanks",,,
stormfiber,Faiza Ibraheem,,,
stormfiber,Yes Thank you for such a great response,,,
stormfiber,Thanks for a prompt response once again... Best service,,,
stormfiber,Bufferzone 15/a/4,,,
stormfiber,Need storm fiber review for 10mbps pkg... Does it give 10mb speed?,,,
stormfiber,"Can you inbox us your contact number, we will have our representative to contact you.",,,
stormfiber,Zain Mustijab,,,
stormfiber,Exellent 👍,,,
stormfiber,Hi mujay bi lagwa na ha,,,
stormfiber,"Can you please inbox us your contact details, we will have an agent to guide you.",,,
stormfiber,fb area block9 pe kb aogy?,,,
stormfiber,Tv Cable Not working in mustafa town lahore,,,
stormfiber,Excellent 👌,,,
stormfiber,Guys please please start covering Neelam Block of Allama Iqbal Town.,,,
stormfiber,Muneef Hasan what is the fiber speed?,,,
stormfiber,Still not working in Johor Block 1,,,
stormfiber,Perfect. You guys are awesome,,,
stormfiber,A.o.a Guys mene stormfiber pe aik complete review diya so jo jo log janna chahte ha k Stormfiber net kesa ha to wo ye video complete dhaik le.. https://youtu.be/tloXEzCAXQw,,,
stormfiber,Syed Yasir Alam dekh foran response,,,
